,Year,Incid_Name,Event_ID,BurnBndAc,tst,ted,lon0,lon1,lat0,lat1
30,2012,OKANOGAN COMPLEX,WA4816512002120120909,1377,9/10/2012,9/15/2012 12:00,-120.0171875,-119.9507249,48.21339935,48.24468823
31,2012,UNNAMED,FL3047108670420120515,2564,5/15/2012,6/13/2012 12:00,-86.75659386,-86.69904808,30.44257081,30.48173102
32,2012,CASCADE CREEK,WA4612512155020120909,20655,9/9/2012,10/11/2012 12:00,-121.6122216,-121.4730411,46.08225976,46.21229204
33,2012,UNNAMED,FL3095508685320120923,1655,9/22/2012,9/23/2012 12:00,-86.86707166,-86.83629622,30.94250582,30.9822969
34,2012,HIGHWAY 141,WA4576012151620120905,2080,9/5/2012,9/9/2012 12:00,-121.5290385,-121.4841047,45.74398997,45.78738398
35,2012,HORSETHIEF,WA4564912112420120726,1042,7/27/2012,7/27/2012 12:00,-121.137345,-121.0730101,45.62830876,45.65856873
36,2012,WHITEWATER-BALDY,NM3326710859220120509,306923,5/11/2012,6/20/2012 12:00,-108.8300079,-108.3154981,33.08520962,33.56367308
37,2012,UNNAMED,FL3097408696320120925,1639,9/26/2012,9/26/2012 12:00,-86.98936133,-86.95812934,30.96035475,30.99209398
38,2012,WILD ROSE,WA4668812104420120908,2134,9/9/2012,9/20/2012 12:00,-121.0666602,-121.0071575,46.6717944,46.69665783
39,2012,BEAR SLIDE,OR4481312113820120916,1834,9/16/2012,9/17/2012 12:00,-121.1627266,-121.1105958,44.79426805,44.82420807
40,2012,UNNAMED,FL3056908679520121123,1416,11/23/2012,11/23/2012 12:00,-86.81882146,-86.7681606,30.55504047,30.58844847
41,2012,BAKER CANYON,OR4487212099520120714,8788,7/15/2012,7/17/2012 12:00,-121.0400496,-120.9360059,44.79778348,44.89011998
42,2012,GENEVA TWELVE,OR4451212138520120805,1397,8/6/2012,8/7/2012 12:00,-121.3942135,-121.3652951,44.51052891,44.53853064
43,2012,HAY CREEK,OR4475912103520120828,1076,8/29/2012,8/29/2012 12:00,-121.0370192,-120.9906082,44.73947956,44.76630624
44,2012,LEXSFALL,OR4477112100620120714,1720,7/15/2012,7/15/2012 12:00,-121.049627,-120.9696564,44.75707063,44.80467473
45,2012,WATERFALLS 2,OR4473312173020120804,12612,8/7/2012,9/18/2012 12:00,-121.7760749,-121.6489745,44.70261111,44.78095633
46,2012,POLE CREEK,OR4417812169920120909,26982,9/9/2012,10/3/2012 12:00,-121.7526729,-121.5974693,44.10140243,44.25434844
47,2012,HELLO,CA4196012323320120805,1098,8/7/2012,8/19/2012 12:00,-123.2514751,-123.205366,41.95310759,41.97019147
48,2012,BAGLEY,CA4099512207820120818,47731,8/18/2012,9/8/2012 12:00,-122.1450798,-121.9639226,40.9458329,41.11817997
49,2012,FORT COMPLEX,CA4188812325320120805,24378,8/7/2012,9/14/2012 12:00,-123.3136302,-123.1269909,41.8430783,41.96230611
50,2012,DALE,CA4047812246920120705,1439,7/5/2012,7/6/2012 12:00,-122.4975901,-122.4687079,40.46655765,40.51009022
51,2012,FLAT,CA4079212335020120711,1832,7/12/2012,7/29/2012 12:00,-123.3548405,-123.3151792,40.77430067,40.81005978
52,2012,NORTH PASS,CA3986612313320120818,43689,8/19/2012,9/9/2012 12:00,-123.1477647,-122.9465398,39.81498624,39.97289049
53,2012,PONDEROSA,CA4038712182320120818,28690,8/18/2012,8/25/2012 12:00,-121.8543942,-121.696775,40.34626315,40.50152402
54,2012,WOLF CREEK,MT4750010821620120724,12168,7/24/2012,7/26/2012 12:00,-108.272926,-108.1237788,47.46542176,47.53892918
55,2012,SALT CREEK,CA4083812232620120801,1161,8/1/2012,8/3/2012 12:00,-122.3367515,-122.3061676,40.82794371,40.85394372
56,2012,STAFFORD,CA4054612309020120905,4509,9/6/2012,9/12/2012 12:00,-123.1436804,-123.0704988,40.515014,40.56796355
57,2012,15 MILE,MT4728310820020120725,1536,7/26/2012,7/26/2012 12:00,-108.2155384,-108.1767381,47.24838415,47.290416
58,2012,MILL,CA3931912270720120707,29924,7/8/2012,7/16/2012 12:00,-122.7219586,-122.5315323,39.27103826,39.36957905
59,2012,DOVE TAIL,MT4730010831620120728,1532,7/28/2012,7/29/2012 12:00,-108.3543079,-108.3081434,47.31622098,47.34397939
60,2012,SITES COMPLEX,CA3935412239320120708,3609,7/9/2012,7/9/2012 12:00,-122.4666292,-122.4269628,39.33478328,39.39109588
61,2012,SOUTH CHAIN,MT4731610803320120731,1088,7/31/2012,8/1/2012 12:00,-108.0955177,-108.0614169,47.29971193,47.32934806
62,2012,SCOTTS,CA3910812308720120907,4980,9/7/2012,9/11/2012 12:00,-123.0829981,-123.0070354,39.12192307,39.1676491
63,2012,CHAIN BUTTES,MT4751210806020120731,3154,7/31/2012,7/31/2012 12:00,-108.0754486,-108.0253051,47.46502756,47.5096957
64,2012,WELLS,MT4751610788920120731,9921,7/31/2012,8/2/2012 12:00,-107.9172856,-107.8259166,47.45565517,47.58305605
65,2012,SKINNER,MT4700310829520120828,3097,8/28/2012,8/28/2012 12:00,-108.3226367,-108.2573648,46.96583431,47.00501257
66,2012,SIXTEEN COMPLEX,CA3893112233020120904,18191,9/5/2012,9/9/2012 12:00,-122.3506909,-122.2600188,38.93594988,39.08375205
67,2012,WALKER WYE,CA3901212244220120812,5846,8/13/2012,8/15/2012 12:00,-122.4552833,-122.3551544,39.00288758,39.04092446
68,2012,WYE,CA3901312259520120812,3110,8/13/2012,8/14/2012 12:00,-122.6144806,-122.560051,38.99160004,39.03072743
69,2012,CHIPS,CA4001012127720120729,79978,7/29/2012,9/5/2012 12:00,-121.3552152,-121.0420093,39.99066409,40.19888409
70,2012,READING,CA4049312045120120723,26872,7/30/2012,8/31/2012 12:00,-121.5000297,-121.3463765,40.48793172,40.61783072
71,2012,MILL,CA4019912165420120813,1969,8/14/2012,8/20/2012 12:00,-121.6571431,-121.6055468,40.19332889,40.22294374
72,2012,3 LINKS,ID4619311517320120720,6285,7/24/2012,10/12/2012 12:00,-115.1945575,-115.1214926,46.15260561,46.21624422
73,2012,BLACKTAIL,ID4619011508620120721,1787,7/29/2012,10/12/2012 12:00,-115.1207741,-115.0780388,46.18023484,46.21941901
74,2012,CLIFF,ID4629311515620120825,2732,8/26/2012,10/2/2012 12:00,-115.1867824,-115.1241742,46.24891358,46.31376006
75,2012,WEASEL COMPLEX,ID4663111491320120822,1585,9/4/2012,10/2/2012 12:00,-114.9335662,-114.8866959,46.60863943,46.64199025
76,2012,BELL POINT,ID4623111474920121026,1232,10/2/2012,10/12/2012 12:00,-114.7623728,-114.7123269,46.2282784,46.25499606
77,2012,CEDAR,ID4631911465120120808,21305,8/9/2012,10/12/2012 12:00,-114.7056943,-114.5352824,46.24111516,46.36525236
78,2012,FERN,ID4642611450620120727,29736,7/30/2012,10/12/2012 12:00,-114.6163238,-114.4034565,46.3914893,46.56128769
79,2012,GRAVE,ID4596911507620120812,1444,9/12/2012,10/8/2012 12:00,-115.0492971,-114.9932222,45.94005015,45.97314847
80,2012,SQUARE ROCK,ID4598111500420120813,5623,8/14/2012,9/26/2012 12:00,-115.0252087,-114.9267365,45.95636314,46.01503209
81,2012,PORCUPINE COMPLEX,ID4569811508120120809,48980,8/1/2012,10/12/2012 12:00,-115.098311,-114.8162964,45.59241773,45.81339226
82,2012,ELIZABETH,ID4678411523520120909,2652,9/9/2012,10/12/2012 12:00,-115.2835204,-115.1990453,46.80585498,46.83692529
83,2012,6 MILE,TX2736709735620120714,12272,7/14/2012,7/18/2012 12:00,-97.36485908,-97.29116046,27.29731035,27.46826528
84,2012,MOE,ID4607011453320120811,3978,8/1/2012,10/12/2012 12:00,-114.5683341,-114.4583229,46.03428637,46.08446389
85,2012,MOOSE  RIDGE,ID4606011494620120808,1287,8/13/2012,10/9/2012 12:00,-114.9716473,-114.9233568,46.04955517,46.07511795
86,2012,PETTIBONE,ID4606011473320120728,20261,7/29/2012,10/12/2012 12:00,-114.8410007,-114.6196252,45.98765379,46.10946542
87,2012,WF YELLOW RAIL 2012,TX2957509453720120608,1122,6/9/2012,6/10/2012 12:00,-94.55621136,-94.53336267,29.56032838,29.59447739
88,2012,VISTA,ID4615011493120120808,7361,8/9/2012,10/12/2012 12:00,-115.0144736,-114.8989847,46.1145765,46.17861011
89,2012,MCGUIRE COMPLEX,ID4559711556320120827,47257,8/11/2012,10/12/2012 12:00,-115.6221985,-115.3522384,45.56237762,45.70546905
90,2012,WEST TROUT,ID4616011488520120910,5485,9/5/2012,10/12/2012 12:00,-114.9084238,-114.8278292,46.1300575,46.1870492
91,2012,DITCH,ID4597711487820120728,18973,7/21/2012,10/12/2012 12:00,-114.9412073,-114.8239582,45.85074436,46.03627343
92,2012,ISABELLA COMPLEX,ID4690111556720120909,4479,9/10/2012,10/12/2012 12:00,-115.6094911,-115.5369688,46.84645266,46.93544985
93,2012,HORSE CANYON,NM3216910466220120629,6627,6/29/2012,7/3/2012 12:00,-104.6851491,-104.6223398,32.1221436,32.18626868
94,2012,MUSTANG COMPLEX,ID4542411459020120730,377632,7/7/2012,10/12/2012 12:00,-115.0259116,-113.9869269,45.29705408,45.64861086
95,2012,FY12 EXECUTE RX,TX3489510211620120326,1434,4/4/2012,4/4/2012 12:00,-102.1391374,-102.0796995,34.86317143,34.93486239
96,2012,CHICKEN,TX3547410177720120121,1288,1/22/2012,1/22/2012 12:00,-101.7902078,-101.7654427,35.47576648,35.51491488
97,2012,GILLEMWATER,TX3640110222320120225,1263,2/25/2012,2/25/2012 12:00,-102.2238105,-102.1886551,36.401,36.44386972
98,2012,LAST CHANCE,CO3974110359220120625,17958,6/25/2012,6/25/2012 12:00,-103.6595329,-103.5708465,39.68861077,39.87206833
99,2012,RHODES RANCH II,TX3281509825520120807,1253,8/9/2012,8/14/2012 12:00,-98.26229719,-98.22948995,32.78880729,32.82273074
100,2012,TURNER TATANKA,NE4172010218820120802,15749,8/3/2012,8/3/2012 12:00,-102.2082216,-102.1002336,41.58042206,41.73580189
101,2012,KEITH COUNTY COMPLEX,NE4138510192220120802,13526,8/3/2012,8/3/2012 12:00,-101.9803397,-101.7572062,41.23222476,41.45869562
102,2012,SHEEP,ID4553411629920120906,50769,9/4/2012,10/12/2012 12:00,-116.305151,-116.0903446,45.4485112,45.68237557
103,2012,LONG MOUNTAIN,OK3436109579520120729,1102,7/29/2012,7/30/2012 12:00,-95.80092375,-95.77907676,34.36018342,34.40354888
104,2012,UNNAMED,OK3574709631720120226,2374,2/21/2012,2/24/2012 12:00,-96.33573916,-96.2974196,35.72616365,35.76748533
105,2012,BEAVER JACK,MT4576211467220120808,2954,8/28/2012,9/23/2012 12:00,-114.7084357,-114.6570662,45.72502212,45.78143597
106,2012,BURNT STRIP,MT4584711463020120808,4400,8/12/2012,10/12/2012 12:00,-114.6485313,-114.5612503,45.81652641,45.87302087
107,2012,COUGAR,MT4580611458020120823,5688,9/7/2012,10/12/2012 12:00,-114.6108607,-114.5173501,45.76009324,45.81667517
108,2012,CEDARDALE,OK3631809902420120723,1827,7/22/2012,7/23/2012 12:00,-99.06558222,-99.01404279,36.29752902,36.31937705
109,2012,GREEN MOUNTAIN,MT4582711468420120808,3615,8/12/2012,10/12/2012 12:00,-114.7013765,-114.6273636,45.80246931,45.84984924
110,2012,INDIAN RIDGE,ID4578511473920120808,2880,8/10/2012,9/22/2012 12:00,-114.7652305,-114.7202954,45.77778673,45.82522526
111,2012,NOBLE,OK3521109719820120803,7037,8/3/2012,8/5/2012 12:00,-97.26390398,-97.19516332,35.11594879,35.21362962
112,2012,WATCHTOWER LAKE,MT4585711450520120808,1829,8/14/2012,10/3/2012 12:00,-114.5300022,-114.4887425,45.84138637,45.88097305
113,2012,SAWTOOTH,MT4622811430720120830,6598,8/30/2012,10/12/2012 12:00,-114.337864,-114.2128549,46.20259008,46.23922004
114,2012,TOWNLEY ROAD,OK3465809881020120725,24139,7/25/2012,8/3/2012 12:00,-98.85845337,-98.75594076,34.65949168,34.87919736
115,2012,BOTONE 3,OK3509409853220120803,1019,8/3/2012,8/3/2012 12:00,-98.55879261,-98.49904093,35.08707386,35.10932849
116,2012,CACHE CREEK,OR4598611692820120820,75521,8/21/2012,9/22/2012 12:00,-117.0561428,-116.7428499,45.73326264,46.077468
117,2012,NINNEKAH,OK3488909789420120803,5438,8/3/2012,8/4/2012 12:00,-97.90016311,-97.85209544,34.88400447,34.97481359
118,2012,WEISSENFELS RIDGE,WA4618911700520120802,2520,8/2/2012,8/3/2012 12:00,-116.9987044,-116.9589006,46.22193024,46.27068741
119,2012,BALD MOUNTAIN,OR4532611750420120918,1139,9/19/2012,9/22/2012 12:00,-117.5212142,-117.49596,45.3067808,45.34867575
120,2012,DARK VALLEY,TX3291609836520120810,1707,8/10/2012,8/12/2012 12:00,-98.38558572,-98.35322027,32.89191452,32.92676668
121,2012,UNNAMED,NE4130210129320120908,17990,9/1/2012,9/1/2012 12:00,-101.3771033,-101.262761,41.20069933,41.42134485
122,2012,WEST GARCEAU,MT4770211449320120813,10571,8/14/2012,8/20/2012 12:00,-114.5331961,-114.391213,47.65501048,47.73701669
123,2012,CONDON MOUNTAIN,MT4760011366720120728,5853,8/8/2012,10/12/2012 12:00,-113.6909163,-113.601435,47.54797992,47.6124692
124,2012,WATER TOWER FIRE,MN4891109679920120321,1286,3/21/2012,3/21/2012 12:00,-96.83388787,-96.77609917,48.90461415,48.92372898
125,2012,LITTLE SWALLOW,ND4759010267420120919,6304,9/19/2012,9/21/2012 12:00,-102.6884974,-102.5927949,47.53414844,47.591172
126,2012,WHITE HORSE,MT4716311386320120829,1412,9/7/2012,10/10/2012 12:00,-113.8618403,-113.7982164,47.13694367,47.16259871
127,2012,FREEZE OUT,ID4639911493920120808,28355,8/10/2012,10/12/2012 12:00,-115.0055327,-114.76698,46.34824325,46.4880086
128,2012,COUNTY 27 FIRE,MN4851709658020120930,4653,9/30/2012,10/3/2012 12:00,-96.5796089,-96.49490518,48.51430507,48.58486081
129,2012,RICHARDVILLE BORDER FIRE,MN4898509689820120929,1206,9/30/2012,9/30/2012 12:00,-96.89873373,-96.85722634,48.9907367,49.01523784
130,2012,VIKING FIRE,MN4819909633520121002,1698,10/2/2012,10/3/2012 12:00,-96.35278757,-96.30257557,48.19599928,48.25539857
131,2012,SKOV,MT4805510588720120825,1624,8/25/2012,8/25/2012 12:00,-105.888134,-105.7598306,48.05157418,48.07474694
132,2012,UNNAMED,OK3633809614920120226,2507,2/23/2012,2/24/2012 12:00,-96.17712208,-96.12252578,36.2899837,36.36670816
133,2012,HIGHWAY 13-20,MT4838410541520120911,8372,9/13/2012,9/13/2012 12:00,-105.4605387,-105.214888,48.32027158,48.38666878
134,2012,UNNAMED,OK3603409628120120226,5978,2/26/2012,3/6/2012 12:00,-96.32050674,-96.23239777,36.00341885,36.06131618
135,2012,LONGHORN COMPLEX,SD4309610116620120719,41443,7/19/2012,7/26/2012 12:00,-101.2141092,-100.9570239,43.10616034,43.24511448
136,2012,SPRING CREEK,MN4712909591820120401,1413,4/1/2012,4/5/2012 12:00,-95.95540705,-95.92520566,47.10753988,47.15203395
137,2012,UNNAMED,OK3558109599820120226,1237,2/24/2012,2/26/2012 12:00,-96.0114202,-95.98461585,35.56613002,35.59585115
138,2012,WELLNITZ,NE4282410260920120829,77277,8/30/2012,9/2/2012 12:00,-102.7860798,-102.5699793,42.79611908,43.18096961
139,2012,DEEP CREEK 2,ND4645110388720120824,3500,8/24/2012,8/25/2012 12:00,-103.8752664,-103.8254115,46.39002527,46.45641177
140,2012,DUGAN,MT4583610457120120914,6688,9/15/2012,9/16/2012 12:00,-104.5980111,-104.5050066,45.77654403,45.8457739
141,2012,FREEDOM HILL,OK3595609643920120803,57116,8/2/2012,8/7/2012 12:00,-96.50086493,-96.29538571,35.94395378,36.14824913
142,2012,SIX PACK,NE4268309789120120310,1649,4/26/2012,4/26/2012 12:00,-97.89479053,-97.85600986,42.76915597,42.80975494
143,2012,SNAG FIELD,OK3621509615120120226,1761,2/25/2012,2/29/2012 12:00,-96.18761092,-96.15131611,36.19719362,36.22737575
144,2012,SPANISH PEAK,OK3581809595220120303,4080,3/3/2012,3/7/2012 12:00,-95.98218077,-95.91831344,35.78278228,35.82624338
145,2012,HILL,OK3574109645020120304,1380,3/5/2012,3/5/2012 12:00,-96.44943144,-96.42024274,35.72426072,35.75590861
146,2012,CALFEX COMPLEX,KS3919609684020121205,5122,12/5/2012,12/5/2012 12:00,-96.85739374,-96.81218977,39.18841457,39.28836371
147,2012,UNNAMED,KS3917109684820121217,1374,12/5/2012,12/5/2012 12:00,-96.86856053,-96.83077126,39.16088941,39.18966613
148,2012,HAY CANYON,SD4333210306420120424,17815,4/25/2012,4/25/2012 12:00,-103.078765,-102.9163042,43.24751169,43.36115468
149,2012,WEST ASH,NE4262410325320120829,55228,8/29/2012,9/1/2012 12:00,-103.3441116,-103.004637,42.60777768,42.76411941
150,2012,UNNAMED,KS3927309688620121014,2544,10/11/2012,10/11/2012 12:00,-96.88752994,-96.84935503,39.24794985,39.2919131
151,2012,UNNAMED,KS3919809675420120726,1037,7/24/2012,7/24/2012 12:00,-96.76422871,-96.74549179,39.17979679,39.2150764
152,2012,UNNAMED,KS3918309672920120726,1193,7/17/2012,7/18/2012 12:00,-96.74125665,-96.71889621,39.16190158,39.20354501
153,2012,UNNAMED,KS3918709669620121014,1602,10/2/2012,10/3/2012 12:00,-96.7143081,-96.68214727,39.16604743,39.21439215
154,2012,UNNAMED,KS3916109676720120827,1869,8/11/2012,8/11/2012 12:00,-96.79417396,-96.74156863,39.14422835,39.17422411
155,2012,UNNAMED,KS3915909675220121030,4425,10/29/2012,11/23/2012 12:00,-96.79351091,-96.71909956,39.13179552,39.20691075
156,2012,UNNAMED,KS3926109690820120827,1046,8/18/2012,8/18/2012 12:00,-96.92395296,-96.89035746,39.248425,39.27762396
157,2012,DOUTHIT,NE4278010360120120828,29036,8/29/2012,8/31/2012 12:00,-103.7159019,-103.452348,42.72340808,42.8468041
158,2012,MYRTLE,SD4360210355020120719,7645,7/20/2012,7/23/2012 12:00,-103.5803765,-103.5109135,43.52126255,43.61755708
159,2012,EAGLE CITY,OK3587509860020120705,1183,7/5/2012,7/5/2012 12:00,-98.6119487,-98.58958961,35.87163525,35.91356214
160,2012,WHITE DRAW,SD4338710375420120629,9297,6/30/2012,7/4/2012 12:00,-103.8410277,-103.7512553,43.36355599,43.45930504
161,2012,MCINTOSH,ND4592010137420120824,2653,8/24/2012,8/24/2012 12:00,-101.4305733,-101.3700105,45.91992262,45.97213009
162,2012,CORNSTALK,ND4597810086820120921,2561,9/21/2012,9/21/2012 12:00,-100.8721977,-100.8194999,45.91044011,45.98325672
163,2012,LUTHER FIRE,OK3562709719920120803,1983,8/4/2012,8/4/2012 12:00,-97.20904475,-97.17423376,35.62331718,35.67653461
164,2012,SPUR FIRE,OK3557309829320120803,1168,8/3/2012,8/3/2012 12:00,-98.30977617,-98.28238897,35.54888962,35.59083754
165,2012,OAKWOOD,OK3588509864020120722,1071,7/22/2012,7/22/2012 12:00,-98.65893966,-98.61467487,35.88133332,35.8961626
166,2012,FONTENELLE,WY4243611062020120624,58125,6/25/2012,7/7/2012 12:00,-110.6322127,-110.4070698,42.42640279,42.6394314
167,2012,MEASLES-BLUESTEM,OK3662609647520120907,1340,9/7/2012,9/9/2012 12:00,-96.48056628,-96.45677039,36.58346206,36.63158022
168,2012,PAWNEE FIRE,OK3645609685720120907,3450,9/7/2012,9/12/2012 12:00,-96.8875954,-96.85326476,36.38473051,36.45702146
169,2012,ANTELOPE HOPKINS HILL,MT4765110995820120329,1220,3/29/2012,3/29/2012 12:00,-110.0021148,-109.9560591,47.64084037,47.66587285
170,2012,RADAR HILL,ID4426411200420120825,1838,8/25/2012,8/25/2012 12:00,-112.0098927,-111.9684377,44.26445185,44.29780578
171,2012,ALPINE LAKE,WY4306610945120120809,39158,8/8/2012,9/24/2012 12:00,-109.4748526,-109.1220527,43.00524386,43.19012058
172,2012,CUSHING,OK3593309667320120804,5654,8/4/2012,8/5/2012 12:00,-96.68959936,-96.60919797,35.90568296,35.99078238
173,2012,GILEAD,WY4443210695920120814,5374,8/24/2012,9/23/2012 12:00,-106.9774468,-106.8964146,44.39159529,44.46238567
174,2012,LAGOON CREEK,OK3618409665920120804,2563,8/6/2012,8/6/2012 12:00,-96.66741358,-96.61784529,36.16944518,36.21956317
175,2012,SEMINOE,WY4217210691820120721,3570,7/22/2012,7/27/2012 12:00,-106.9441811,-106.8711904,42.16161823,42.19725384
176,2012,BEAR MOUNTAIN COMPLEX,WY4225910719620120727,8196,7/28/2012,8/5/2012 12:00,-107.2160341,-107.112079,42.20866478,42.27568948
177,2012,GLENCOE,OK3615809694020120804,6244,8/4/2012,8/6/2012 12:00,-96.98050158,-96.89940381,36.16020157,36.22561367
178,2012,OTTER CREEK-UPPER BEE,WY4383510733620120626,4786,6/26/2012,6/28/2012 12:00,-107.3331903,-107.2479962,43.81240177,43.86669245
179,2012,COW CAMP,WY4218410537620120603,8567,6/5/2012,7/4/2012 12:00,-105.4133905,-105.3222155,42.14314187,42.20987325
180,2012,GUERNSEY STATE PARK,WY4229810478320120609,2529,6/10/2012,6/11/2012 12:00,-104.7999739,-104.7391554,42.26579094,42.32300106
181,2012,ARAPAHO,WY4220110549020120627,100043,6/5/2012,7/5/2012 12:00,-105.5925092,-105.2189854,42.09643529,42.33199531
182,2012,FISH CREEK #2,WY4228410519420120627,1168,6/28/2012,6/28/2012 12:00,-105.1954618,-105.1458014,42.27618983,42.29859624
183,2012,SQUIRREL CREEK,WY4112010606920120630,10768,7/1/2012,7/20/2012 12:00,-106.1294189,-105.9846419,41.10391894,41.20388608
184,2012,SAWMILL CANYON,WY4239610486020120714,13438,7/15/2012,7/19/2012 12:00,-104.9290501,-104.7969035,42.38430545,42.47660643
185,2012,SHEEP HERDER HILL COMPLEX,WY4271110631220120909,10759,9/10/2012,9/11/2012 12:00,-106.3154703,-106.1607068,42.7044865,42.76279486
186,2012,HORSETHIEF CANYON,WY4339911075720120908,2785,9/9/2012,9/17/2012 12:00,-110.7725793,-110.7006707,43.41240952,43.45751785
187,2012,KAYLKOWSKI,NE4280109849920120908,1966,9/8/2012,9/8/2012 12:00,-98.53343712,-98.48417912,42.77106165,42.82474108
188,2012,LOWER TAYLOR RX LP11,NM3381410620220120322,3967,3/23/2012,3/24/2012 12:00,-106.2585952,-106.1909891,33.80041377,33.84151604
189,2012,REGION 24 COMPLEX,NE4284210010820120720,66349,7/20/2012,7/24/2012 12:00,-100.2691286,-99.92090127,42.71120577,42.89395624
190,2012,TOWER,SD4357810084420120225,4599,2/25/2012,2/25/2012 12:00,-100.8764305,-100.797807,43.56815804,43.63728705
191,2012,DUCK LAKE,MI4663708543320120524,21484,5/24/2012,5/28/2012 12:00,-85.47211118,-85.35433656,46.53080006,46.71363688
192,2012,CAMP 5,NE4179710028320120630,1114,6/30/2012,7/1/2012 12:00,-100.3235535,-100.2775903,41.79778651,41.82164494
193,2012,LOWER NORTH FORK FIRE,CO3943610521720120326,3436,3/22/2012,3/28/2012 12:00,-105.2260172,-105.1569673,39.42900674,39.47036099
194,2012,SPRINGER,CO3894510543620120617,1665,6/17/2012,6/20/2012 12:00,-105.4499148,-105.4049634,38.92955046,38.96435936
195,2012,WALDO CANYON,CO3888410493320120623,20112,6/23/2012,7/2/2012 12:00,-105.0155033,-104.8615222,38.87451472,38.98181758
