,Year,Incid_Name,Event_ID,BurnBndAc,tst,ted,lon0,lon1,lat0,lat1
1769,2015,SHEEP BASIN RMEF AND NFRR,NM3359210872720150425,2178,2015-04-14,2015-04-22 12:00:00,-108.75228922356877,-108.71568322530057,33.529703312757704,33.583654423812675
1770,2015,MOORE,NM3321210810220150616,4005,2015-06-17,2015-06-24 12:00:00,-108.12156830813086,-108.05786305213807,33.18602220196311,33.24923395408376
1771,2015,RED CANYON,NM3375610745620150615,13506,2015-06-18,2015-07-02 12:00:00,-107.54722941080864,-107.3972391031021,33.70002416588261,33.82967308954147
1772,2015,MOUNT EMMA,AZ3628611317320150624,4452,2015-06-25,2015-07-12 12:00:00,-113.18192545279736,-113.137474689905,36.23688155114274,36.30872709168199
1773,2015,KEARNY RIVER,AZ3305311091420150617,1543,2015-06-17,2015-06-19 12:00:00,-110.95812132713752,-110.88258797085814,33.03973617118743,33.096490665112185
1774,2015,WOLF CREEK,OK3678109583820151111,18077,2015-11-11,2015-11-12 12:00:00,-95.85820569303826,-95.6809062384321,36.791371685155184,36.877136607668376
1775,2015,WILD HORSE CREEK,OK3629809627520150331,4130,2015-03-30,2015-04-01 12:00:00,-96.334544884239,-96.25642435739816,36.28550396593533,36.32976246366684
1776,2015,WHITETAIL,AZ3357411024620150616,33592,2015-06-17,2015-06-27 12:00:00,-110.31283072365892,-110.14223782381646,33.47755322180382,33.63543418294125
1778,2015,CAMILLO,AZ3491611139320150614,24654,2015-06-16,2015-06-30 12:00:00,-111.4409981300596,-111.24308556484692,34.767053734142564,34.93464624023187
1779,2015,ALDER,AZ3453611088620150626,2442,2015-06-26,2015-07-03 12:00:00,-110.90405647342747,-110.87684123913186,34.49122805273248,34.54668337883493
1780,2015,TURKEY,AZ3417810984320150624,1399,2015-06-26,2015-06-26 12:00:00,-109.84950513885104,-109.81670575766452,34.1534679964509,34.18641164148414
1781,2015,REBEL,AZ3452811112620150628,2516,2015-07-02,2015-07-27 12:00:00,-111.15160521151124,-111.11577078209586,34.45803988922955,34.53184618475365
1782,2015,GENERAL,AZ3453311121020150731,2905,2015-08-04,2015-08-21 12:00:00,-111.21872700364828,-111.17189219826628,34.508497365261235,34.55019546704722
1783,2015,PLAYGROUND,AZ3401111007620150828,5130,2015-08-30,2015-09-20 12:00:00,-110.09561338155224,-110.03161396541212,34.00414309802562,34.06551016526197
1784,2015,WILLOW,AZ3481011454220150808,6084,2015-08-08,2015-08-10 12:00:00,-114.57505722051428,-114.51318442132396,34.807627295763155,34.86666121674182
1785,2015,HORSE TANK,AZ3449111148820150606,3853,2015-06-08,2015-06-24 12:00:00,-111.50168172243347,-111.43747816738346,34.44086592372344,34.509258707923095
1786,2015,SPRINGS,AZ3511111215420150702,7411,2015-07-12,2015-08-21 12:00:00,-112.18698491202406,-112.1024586689324,35.0661531488488,35.14453530555994
1787,2015,SA HILL,AZ3431611226820150802,4398,2015-08-02,2015-08-09 12:00:00,-112.27757601841849,-112.23375733863026,34.31421494766175,34.37096959986718
1788,2015,ECHO,AZ3500611188320150717,2003,2015-07-25,2015-08-05 12:00:00,-111.89212256050774,-111.83431166265308,34.99095984332217,35.01866752208855
1789,2015,UNNAMED,AZ3451711200120150702,4011,2015-07-01,2015-07-02 12:00:00,-112.05425213123084,-111.9758993886458,34.44668733695107,34.54607284978226
1790,2015,ABRAMS,OK3671409624620151111,3975,2015-11-11,2015-11-14 12:00:00,-96.24532463332514,-96.17508808784493,36.69488554253383,36.73593136154318
1792,2015,LOCUST,AZ3641511228320150615,3433,2015-06-18,2015-06-27 12:00:00,-112.31464099558542,-112.23419910000842,36.39983071361661,36.43166703690429
1793,2015,MASON-JAR COMPLEX,AZ3587911195320150629,4421,2015-07-01,2015-07-16 12:00:00,-112.00432603132124,-111.94179900502002,35.83556670893654,35.888020534220345
1794,2015,BURNT COMPLEX,AZ3649611235120150705,4113,2015-07-12,2015-08-06 12:00:00,-112.37926339818722,-112.29148936414282,36.46352709869672,36.49974640467286
1795,2015,ROCK,AZ3587911183020150731,1249,2015-08-03,2015-08-17 12:00:00,-111.83904836489012,-111.79424729807432,35.86577849508154,35.89352477275014
1796,2015,GOODELL,WA4868512125620150811,6624,2015-08-14,2015-08-28 12:00:00,-121.27866002973656,-121.17624131678332,48.64245166091547,48.72323894652021
1797,2015,CABLE CROSSING,OR4332112296020150728,2155,2015-07-29,2015-08-02 12:00:00,-123.00695751108026,-122.96500506663052,43.280999050865546,43.32666844369379
1798,2015,STOUTS CREEK,OR4292412304820150730,27570,2015-07-30,2015-08-23 12:00:00,-123.06817365319154,-122.90249601417968,42.78629631052638,42.93102063439483
1799,2015,BUCKSKIN,OR4210312387320150611,5973,2015-06-11,2015-06-30 12:00:00,-123.88564958785815,-123.81974629345666,42.04601666044056,42.11135706197888
1800,2015,COON,CA4176412395720150801,5988,2015-08-02,2015-08-27 12:00:00,-123.99841398022096,-123.9089961779312,41.73180026896728,41.7852469844608
1801,2015,BEAR,CA4180012381520150801,12166,2015-08-01,2015-09-14 12:00:00,-123.778046810312,-123.67046599151227,41.79331167109677,41.885048758393566
1802,2015,NICKOWITZ,CA4146912375220150801,8355,2015-08-01,2015-09-14 12:00:00,-123.81912588894858,-123.69133483333589,41.41597697335868,41.47962059611365
1803,2015,PEAK,CA4155612377620150802,14254,2015-08-01,2015-10-10 12:00:00,-123.86874409876113,-123.70782665497607,41.54869844967379,41.62771422822908
1804,2015,COLLIER BUTTE,OR4236212410720150802,13038,2015-08-04,2015-08-27 12:00:00,-124.14352913596082,-124.02939596195404,42.32165011536057,42.40847320087755
1805,2015,LAMAR CASTLE,OK3508209614820150214,1247,2015-02-14,2015-02-15 12:00:00,-96.17637872379902,-96.13551552831892,35.065362158237065,35.09322477490349
1806,2015,BAR-F,OK3691309636920151111,3393,2015-11-11,2015-11-14 12:00:00,-96.37012604118382,-96.29847925711198,36.90704494906521,36.94123278096811
1807,2015,SADDLE,CA4069112352420150610,1922,2015-06-11,2015-06-27 12:00:00,-123.55830051975316,-123.510062374479,40.67212846715506,40.70143041188408
1808,2015,BARKER,CA4060412308120150731,3943,2015-07-31,2015-08-17 12:00:00,-123.13506838269969,-123.0694064420536,40.59710710480908,40.65906650961176
1809,2015,PATTISON,CA4068012335620150731,31129,2015-07-31,2015-09-10 12:00:00,-123.517479133755,-123.31357476886046,40.62721893760392,40.77256398613912
1810,2015,ROUTE COMPLEX,CA4064212358620150731,35444,2015-07-31,2015-08-27 12:00:00,-123.63843931322369,-123.4438049342503,40.51920854863568,40.683301208983664
1811,2015,BUCK,CA4045612355620150806,1935,2015-08-01,2015-08-14 12:00:00,-123.57441336798252,-123.53841963445852,40.42451818666501,40.46008451019202
1812,2015,BLUE,CA4038712317320150730,3002,2015-07-31,2015-08-16 12:00:00,-123.21998875187938,-123.158532661653,40.36834792111972,40.415671046681496
1813,2015,HORNO,CA3336011747220150813,1555,2015-08-13,2015-08-14 12:00:00,-117.48453632718967,-117.43813573697464,33.32847440756791,33.36284328468992
1814,2015,GRENADE,CA3338911748520150429,1776,2015-04-29,2015-04-30 12:00:00,-117.53454326266144,-117.4933748309836,33.388012511868,33.41939865162652
1815,2015,CARL,CA3342111750320150428,3283,2015-04-09,2015-04-28 12:00:00,-117.50411158418224,-117.44377064789704,33.41020902013025,33.4522042201487
1816,2015,CABIN,CA3426511785520150814,1523,2015-08-14,2015-08-16 12:00:00,-117.86241590616908,-117.82425930941956,34.25460264659489,34.280355726235825
1817,2015,PEANUT,CA3597112126920150611,3774,2015-06-02,2015-06-11 12:00:00,-121.32673742838956,-121.26843551958352,35.94403098124485,36.00916511158067
1818,2015,PEAK,CA4049212319820150803,6320,2015-08-01,2015-08-18 12:00:00,-123.24583960851112,-123.16729505762078,40.46614801192129,40.5230607361641
1819,2015,UNNAMED,CA3591512123420150618,1122,2015-06-11,2015-06-11 12:00:00,-121.25495368296606,-121.21793414494482,35.89330945526717,35.930219778719845
1820,2015,UNNAMED,CA3597112115720150618,1061,2015-06-02,2015-06-16 12:00:00,-121.1719798585836,-121.14036535577652,35.9524912850448,35.98485757161967
1821,2015,SHIELL,CA4046512305420150731,24830,2015-07-31,2015-08-23 12:00:00,-123.1857436043838,-122.94651099798416,40.40208179234088,40.53565423145767
1822,2015,UNNAMED,CA3595412126920150626,1798,2015-06-02,2015-06-26 12:00:00,-121.29293508278784,-121.24838574970256,35.94023939723047,35.97012186243404
1823,2015,UNNAMED,CA3592312117920150626,2011,2015-06-23,2015-06-23 12:00:00,-121.20578264934976,-121.1325494387056,35.90661133754327,35.939157239415124
1824,2015,GOBBLER,CA4035712344220150731,8560,2015-07-31,2015-08-12 12:00:00,-123.48450333346204,-123.39707066228118,40.30040491215704,40.3909322773028
1825,2015,PICKETT,CA4034312338320150731,11226,2015-07-31,2015-08-25 12:00:00,-123.44766858094022,-123.31456448266472,40.32078200468584,40.403471228714295
1826,2015,LASSICS,CA4035812356120150806,20716,2015-08-01,2015-08-27 12:00:00,-123.60263874598132,-123.46239077061756,40.26581752226088,40.36703545682093
1827,2015,RIVER COMPLEX,CA4091312343720150731,78531,2015-07-31,2015-10-13 12:00:00,-123.4981034938811,-123.22950580045227,40.79854732909604,41.0292147500607
1828,2015,SOLIMAR,CA3431411935320151226,1083,2015-12-26,2015-12-26 12:00:00,-119.35770515356997,-119.32536861926631,34.28742825201226,34.31845636626832
1829,2015,CUESTA,CA3533812062720150817,2415,2015-08-17,2015-08-20 12:00:00,-120.63263702377958,-120.59138530588712,35.33446537857441,35.37713875464988
1830,2015,UNNAMED,MS3323608893920150328,2300,2015-03-17,2015-03-17 12:00:00,-88.95377334056718,-88.90920108106502,33.221435791828355,33.25454176718887
1831,2015,STEELHEAD,CA4016812363920150730,2093,2015-07-31,2015-08-06 12:00:00,-123.65250559405791,-123.59549506224728,40.16567242134522,40.230526257280985
1832,2015,PARKHILL,CA3537112044520150620,1795,2015-06-21,2015-06-21 12:00:00,-120.45012871117105,-120.39704789744246,35.35645826323832,35.37833236274838
1833,2015,TASSAJARA,CA3639412158320150919,1085,2015-09-20,2015-09-20 12:00:00,-121.60329666700756,-121.5738183319504,36.37696315102863,36.404983233589405
1834,2015,LOWELL,CA3919212088220150725,2633,2015-07-25,2015-07-28 12:00:00,-120.897269784373,-120.84151011779768,39.18457554952204,39.24042115441279
1835,2015,TESLA,CA3764612162620150819,2508,2015-08-20,2015-08-20 12:00:00,-121.62554659589864,-121.56249573788796,37.61860745117298,37.65362586004545
1836,2015,LUMPKIN,CA3951912133920150911,1137,2015-09-11,2015-09-14 12:00:00,-121.34432825214708,-121.3101382591733,39.51539438734113,39.53795717688229
1837,2015,UNNAMED,WI4661709129920150521,1361,2015-05-22,2015-05-22 12:00:00,-91.32432688707615,-91.27216871481431,46.60832033201774,46.63591088847676
1838,2015,UNNAMED,WI4661909124920150523,1407,2015-05-22,2015-05-23 12:00:00,-91.27781714524502,-91.22404373572977,46.60618382882069,46.631201768446886
1839,2015,WRAGG,CA3851412213120150722,8455,2015-07-23,2015-07-29 12:00:00,-122.11951909483032,-122.01927163847527,38.44349475098204,38.51772477557796
1840,2015,ROCKY,CA3891212249320150729,96125,2015-07-30,2015-08-15 12:00:00,-122.57098831096177,-122.3293257381922,38.78150525856091,39.0379495084631
1841,2015,VALLEY,CA3884412276020150912,77507,2015-09-13,2015-09-16 12:00:00,-122.7787828003859,-122.44738693236098,38.67313738548199,38.90201930954356
1842,2015,DODGE,CA4093812010520150803,10978,2015-08-03,2015-08-06 12:00:00,-120.11489083504398,-120.0067090316964,40.90257786187885,41.000188690355856
1843,2015,UNNAMED,AR3498309404420150214,2374,2015-02-14,2015-02-15 12:00:00,-94.06781529264164,-94.02125086663416,34.96872675783368,34.99985441804699
1844,2015,NATIONAL CREEK COMPLEX,OR4303812227820150801,21550,2015-08-03,2015-10-10 12:00:00,-122.30121141477493,-122.11573249575804,43.02835600412635,43.1069767986404
1845,2015,FROG,CA4139912139220150731,5257,2015-07-31,2015-08-04 12:00:00,-121.43642121916388,-121.32656678652796,41.38492971433487,41.4351640361914
1846,2015,ROUGH,CA3687411890520150801,146369,2015-08-02,2015-10-11 12:00:00,-119.14498446216317,-118.62372854503629,36.731350168275696,36.97165296701087
1847,2015,UNNAMED,OR4249612059220150517,1883,2015-05-01,2015-05-02 12:00:00,-120.61783066924994,-120.57417616609716,42.48396917233947,42.52299318498757
1848,2015,WASHINGTON,CA3859811975220150620,18485,2015-06-21,2015-06-27 12:00:00,-119.7582410291002,-119.63889788732764,38.57614701187515,38.70717722764698
1849,2015,BUTTE,CA3834312069620150909,72894,2015-09-10,2015-09-14 12:00:00,-120.72031785838244,-120.46373712107123,38.15736547034021,38.37504807580808
1850,2015,UNNAMED,AL3297408749120150105,2110,2015-01-30,2015-02-10 12:00:00,-87.51228911654943,-87.46685136839591,32.95383785313447,32.98411321595222
1851,2015,UNNAMED,AL3288208738720150317,1252,2015-03-17,2015-03-18 12:00:00,-87.40201529407051,-87.37302441764274,32.866937305412364,32.89517713551646
1852,2015,UNNAMED,AL3289608736020150317,1104,2015-03-17,2015-03-17 12:00:00,-87.37709175897749,-87.34702869641717,32.88512410809119,32.90589771800535
1853,2015,CORRINE,CA3716511951320150619,1064,2015-06-19,2015-06-20 12:00:00,-119.51602606934756,-119.48298281900183,37.16141613844411,37.19584382223468
1854,2015,UNNAMED,AL3295108734720150427,2122,2015-05-03,2015-05-03 12:00:00,-87.38158927932176,-87.34704685013202,32.92787585198903,32.966968354306175
1855,2015,WILLOW,CA3728211950220150725,5990,2015-07-26,2015-08-14 12:00:00,-119.50623578335468,-119.45231906237478,37.23951154991812,37.32541643302204
1856,2015,WALKER,CA3787811915920150815,3775,2015-08-15,2015-08-18 12:00:00,-119.18737876331926,-119.1143209555476,37.87389045508047,37.93027116917915
1857,2015,UNNAMED,AL3298708744120150501,1310,2015-05-01,2015-05-01 12:00:00,-87.44897301159517,-87.41077938795837,32.967492463906126,32.998796964108635
1858,2015,COLD SPRINGS,NV3927311778420150814,4058,2015-08-15,2015-08-17 12:00:00,-117.78508764967523,-117.70186998131452,39.24323693803433,39.28608847790099
1859,2015,NEV NVSWR STILLWATER WETLANDS 15 W RX TULE LAKE,NV3962911848020150926,2044,2015-09-26,2015-09-27 12:00:00,-118.54014477076451,-118.44936127060612,39.60944950778861,39.644940590435965
1860,2015,CABIN,CA3624611854720150719,7224,2015-07-30,2015-08-23 12:00:00,-118.60800438559386,-118.50241821812624,36.23537821473286,36.28495991027171
1861,2015,SHEEP CREEK,WY4485010734520150802,1163,2015-08-03,2015-08-14 12:00:00,-107.3742859745181,-107.31396999981558,44.84417313548187,44.86410817435279
1862,2015,CAPE HORN,ID4800811651520150705,1505,2015-07-05,2015-07-10 12:00:00,-116.54618162238393,-116.49495124290551,47.9826785577693,48.013225540126655
1863,2015,SLIDE,ID4610011544620150814,13509,2015-08-15,2015-08-28 12:00:00,-115.55568923007388,-115.2089152644279,46.04305599164076,46.149904080608906
1864,2015,WASH,ID4606811540520150815,39448,2015-08-15,2015-09-13 12:00:00,-115.51704904627644,-115.16644568641924,45.90266577860285,46.087151476459496
1865,2015,MEEKER,ID4611811500920150711,3171,2015-07-17,2015-07-22 12:00:00,-115.08418687702272,-114.99961444115348,46.09473872021584,46.13206265087069
1866,2015,BAILEY,ID4620111490620150613,2215,2015-06-27,2015-07-10 12:00:00,-114.9633158950125,-114.88517562805276,46.18838591088115,46.21883267638697
1867,2015,ARMY MULE,ID4634611483620150805,7049,2015-08-07,2015-09-30 12:00:00,-114.88020120532131,-114.75355238673323,46.30829896292687,46.36752711678309
1868,2015,ROLL CREEK,ID4621311477020150715,9737,2015-08-03,2015-09-14 12:00:00,-114.84066757834604,-114.71915926388886,46.19738184279788,46.27463798265683
1869,2015,BARREN,ID4630411497320150811,4427,2015-08-21,2015-09-01 12:00:00,-115.0042255503688,-114.9166591113289,46.25157599563573,46.3195051937098
1870,2015,SPONGE,ID4638111506920150811,7020,2015-08-24,2015-08-30 12:00:00,-115.07305167919162,-114.9849203247132,46.30502715737748,46.390953125086696
1871,2015,JAY PT,ID4649911475720150817,4757,2015-08-18,2015-08-28 12:00:00,-114.77338845341438,-114.66600555471256,46.46940601437609,46.51149315928194
1872,2015,BOULDER,ID4666211472820150811,5169,2015-08-23,2015-08-28 12:00:00,-114.73534046059376,-114.63787135268076,46.63910780298278,46.69694479017
1873,2015,LITTLE GREEN,ID4579211510020150811,1547,2015-08-18,2015-09-13 12:00:00,-115.118331361603,-115.07097272271297,45.76614480963531,45.80085582303786
1874,2015,COMMISSARY,NM3553810546220150606,2625,2015-06-22,2015-06-24 12:00:00,-105.49736332935412,-105.44660668485056,35.52418003428119,35.56441851210468
1875,2015,CAMPBELLS,ID4548411532320150813,9108,2015-08-14,2015-09-25 12:00:00,-115.36596912717346,-115.22701862530926,45.41159095016229,45.49500771313552
1876,2015,CROWN,ID4560811517420150724,30482,2015-07-24,2015-07-26 12:00:00,-115.26150655648236,-115.0511265269676,45.59366212480728,45.76575745004635
1877,2015,RATTLESNAKE,ID4557311514320150812,1167,2015-08-15,2015-08-22 12:00:00,-115.17490110060528,-115.13606136713832,45.54882128997059,45.57672679620475
1878,2015,DILLINGER,ID4549311517620150809,7960,2015-08-21,2015-10-10 12:00:00,-115.17721799251632,-115.08199323989606,45.4543520461101,45.5334096521338
1879,2015,NOBLE,ID4558111533920150813,5791,2015-08-26,2015-09-14 12:00:00,-115.353015617077,-115.2593542701834,45.57085785020968,45.64591726107278
1880,2015,CARPENTER RD.,WA4800511820420150815,62488,2015-08-15,2015-09-04 12:00:00,-118.218751008752,-117.96239365674182,47.92088118202099,48.1793357143718
1881,2015,FIRE CREEK,ID4615911540120150814,1104,2015-08-15,2015-08-30 12:00:00,-115.41332204457666,-115.36993884710006,46.13166631694702,46.15806418531395
1882,2015,FLEA RIDGE,ID4620411530820150811,1960,2015-08-12,2015-08-29 12:00:00,-115.31777364753576,-115.17386165609054,46.16519519490237,46.23293459735385
1883,2015,EAGLE SPRINGS,WA4750811876520150731,1788,2015-07-31,2015-08-01 12:00:00,-118.75632614423614,-118.69627637245657,47.487819903765626,47.51144025826136
1884,2015,SOUTH MALHEUR LAKE RX FY15,OR4327411886120150217,6217,2015-02-18,2015-02-19 12:00:00,-118.93038428210888,-118.82663000397145,43.26518302207887,43.31236603866182
1885,2015,NAVAJO RIVER,NM3699310709220150818,1679,2015-08-19,2015-08-22 12:00:00,-107.09313047718972,-107.04218608212192,36.97527645784231,36.998273217934695
1886,2015,UNNAMED,UT3759611219320150603,2278,2015-06-02,2015-06-04 12:00:00,-112.22562259390752,-112.17238753655556,37.62799535620076,37.674160501206245
1887,2015,BITTER CREEK,WY4126010920920150726,2372,2015-07-27,2015-07-27 12:00:00,-109.21340102104024,-109.12463507704712,41.25991604578894,41.31302596697486
1888,2015,LAWYER 2,ID4622311613120150811,11378,2015-08-11,2015-08-15 12:00:00,-116.1725291510994,-116.04340255188625,46.18238047028251,46.27717739472104
1889,2015,KAMIAH GULCH,ID4627411605820150811,48459,2015-08-11,2015-08-23 12:00:00,-116.16679003932882,-115.91041455698615,46.19348908505327,46.387240016813394
1890,2015,FISHER,ID4634011645020150812,20757,2015-08-12,2015-08-19 12:00:00,-116.53268935812736,-116.30858389622978,46.259610766323874,46.38120072393434
1891,2015,MUNICIPAL,ID4648811626020150815,1969,2015-08-15,2015-08-17 12:00:00,-116.23275890240136,-116.14794696538011,46.45295254792183,46.484762325920656
1892,2015,WOODRAT,ID4618211575420150811,6513,2015-08-13,2015-09-01 12:00:00,-115.8096525751062,-115.73254832714356,46.12020448444946,46.213996645828615
1893,2015,2 CA MA IRON MOUNTAIN MIDDLE CANYON PRESCRIBED BURN,WY4160610527820150329,2517,2015-03-30,2015-03-30 12:00:00,-105.29223956290548,-105.2510731556016,41.585077414990735,41.62347935758635
1894,2015,GREEN,ID4641311546520150723,1171,2015-07-29,2015-08-27 12:00:00,-115.4740060506387,-115.43868637067942,46.40548515311736,46.43585014326953
1895,2015,BALES,MT4503010612220150711,5959,2015-07-11,2015-07-13 12:00:00,-106.1322293379136,-106.03068774544306,44.98019807887829,45.04639936363975
1896,2015,FOURBIT CREEK,ID4628911561920150811,1434,2015-08-11,2015-08-27 12:00:00,-115.65692275887818,-115.61343507366968,46.27598831111175,46.31270368942376
1897,2015,MUSSELSHELL CREEK,ID4641811570620150811,1117,2015-08-13,2015-08-26 12:00:00,-115.71737784251336,-115.66725570748486,46.40426538284117,46.43594049905482
1898,2015,SNOWY SUMMIT,ID4642011560920150811,6928,2015-08-13,2015-08-27 12:00:00,-115.65117613507056,-115.5634945378426,46.40468191913533,46.505223940332655
1899,2015,PETE FORKS,ID4641211555020150811,7841,2015-08-12,2015-08-30 12:00:00,-115.58614883160328,-115.48274803199604,46.371637344088185,46.44656944332519
1900,2015,BALDY,ID4592611571420150810,4585,2015-08-12,2015-08-30 12:00:00,-115.76459060597163,-115.6867267627299,45.88567588993044,45.96941252107104
1901,2015,TEPEE SPRINGS,ID4520811624820150812,94878,2015-08-14,2015-10-17 12:00:00,-116.28992032606214,-115.94186335880693,45.138694875967815,45.4973850304948
1903,2015,BRINGOFF,MT4571110625620150322,4170,2015-03-22,2015-03-22 12:00:00,-106.26232163093846,-106.17780975991246,45.68012463434445,45.7280526214314
1904,2015,UNNAMED,MT4537310626620150412,2622,2015-04-10,2015-04-11 12:00:00,-106.28914765843764,-106.24583446958508,45.34391960840327,45.39626211290624
1905,2015,EAGLE,OR4500511742020150811,14502,2015-08-11,2015-10-17 12:00:00,-117.45256968764096,-117.29255928568244,44.98192721796681,45.07419327839716
1906,2015,COUGAR,ID4460911572920150813,1349,2015-08-14,2015-08-26 12:00:00,-115.7373709281258,-115.70494892225491,44.60367705984851,44.63523254824355
1907,2015,TROPHY RIDGE,MT4733410836420150815,4478,2015-08-15,2015-08-19 12:00:00,-108.37975098801763,-108.30377489819296,47.27165926955968,47.33415571171679
1908,2015,RAPID,ID4482211591820150814,10776,2015-08-14,2015-09-14 12:00:00,-115.92060694065776,-115.77488235303817,44.80569317400085,44.8956385761594
1909,2015,3 HL TIN CAN UNIT F PRESCRIBED FIRE,MT4720010799620150409,5911,2015-04-10,2015-04-10 12:00:00,-108.03638666431306,-107.94314570730852,47.177544107674464,47.222083941220944
1910,2015,CANYON CREEK COMPLEX,OR4428411896120150812,109786,2015-08-12,2015-09-25 12:00:00,-119.03449713523456,-118.66461115777868,44.18314047425355,44.4196795697564
1911,2015,CORNET-WINDY RIDGE,OR4458511775220150810,102553,2015-08-11,2015-08-28 12:00:00,-117.93024220471392,-117.52624259931645,44.49225079933496,44.69142698306888
1912,2015,WATERFALL,ID4511311470220150812,3985,2015-08-12,2015-08-26 12:00:00,-114.73085369524182,-114.65578782364912,45.0866350571622,45.12883405075087
1913,2015,ELEVENMILE,ID4445011456920150824,10723,2015-08-24,2015-09-14 12:00:00,-114.60955656498344,-114.49371111057928,44.42619686489343,44.50563947248372
1914,2015,LITTLE BOB LAKE,WY4324810945920150816,1333,2015-08-16,2015-08-25 12:00:00,-109.47378035527912,-109.42097592120176,43.244830448666335,43.27058729286932
1916,2015,BLACK CANYON,WA4805112011320150814,61379,2015-08-14,2015-09-13 12:00:00,-120.22912127612597,-119.87751533766266,47.80333607100295,48.149207060657375
1917,2015,FIRST CREEK,WA4788112022120150814,7971,2015-08-14,2015-08-27 12:00:00,-120.28724404177903,-120.20154974932144,47.87040208808594,47.98821649209748
1918,2015,CHELAN COMPLEX,WA4779711998820150814,21774,2015-08-15,2015-08-16 12:00:00,-119.94818351545683,-119.74350790636475,47.82343011270956,48.00042852645538
1919,2015,MEEKS TABLE,WA4682212107120150912,2387,2015-09-13,2015-10-01 12:00:00,-121.09018555262112,-121.03038408185984,46.78374664539143,46.83096687502132
1920,2015,SUCKER CREEK,MT4701311263420150811,3304,2015-08-11,2015-08-27 12:00:00,-112.64296989754268,-112.57394930741458,47.00709340054004,47.04452608261266
1921,2015,MOOSE RIDGE,MT4773811295620150814,11395,2015-08-19,2015-10-19 12:00:00,-113.00283127154592,-112.79117731817864,47.70022812482813,47.77507957825998
1922,2015,SHEEP MOUNTAIN,MT4761511295320150826,4177,2015-08-26,2015-10-10 12:00:00,-112.96296522816272,-112.84036744799933,47.60534456240168,47.65718504105684
1923,2015,TRAIL CREEK,MT4794711342920150812,22338,2015-08-12,2015-10-07 12:00:00,-113.4998531494033,-113.2636012784762,47.92498606195727,48.010005736075925
1924,2015,BEAR CREEK,MT4784711358920150812,60710,2015-08-13,2015-09-30 12:00:00,-113.62763581254268,-113.22328035620342,47.711611107466695,47.91269129536704
1925,2015,LENA LAKE,MT4746211348720150826,1405,2015-08-26,2015-09-30 12:00:00,-113.49905074999208,-113.46041100236584,47.43646196624678,47.47880206436383
1926,2015,MELTON 1,MT4742911439120150814,3223,2015-08-14,2015-08-19 12:00:00,-114.43388431760712,-114.368538884362,47.38811702198302,47.4390602452342
1927,2015,WEST FORK FISH CREEK,MT4687311484920150814,14495,2015-08-14,2015-10-14 12:00:00,-114.86546738740998,-114.74295170006089,46.856986366227886,46.960369749564336
1928,2015,UNNAMED,ID4215111170820150925,1487,2015-09-21,2015-09-24 12:00:00,-111.72168425592366,-111.69405212470576,42.14021359228349,42.16929592256884
1929,2015,SOLITUDE,UT3888611216320150719,1899,2015-07-26,2015-08-19 12:00:00,-112.16759745415914,-112.11860036741297,38.86591280733023,38.900074651524
1930,2015,TWENTY-ONE MILE GRADE,WA4840611873020150701,2505,2015-07-02,2015-07-06 12:00:00,-118.7324701340894,-118.66980819689076,48.39430374412257,48.43058990839762
1931,2015,NORTH STAR,WA4833811900220150813,218547,2015-08-14,2015-10-01 12:00:00,-119.1496637948482,-118.7304634669154,48.21911446146328,48.61114926152925
1932,2015,MARBLE VALLEY,WA4838311788820150814,3431,2015-08-15,2015-08-16 12:00:00,-117.92176060766587,-117.86184343282817,48.37801519084843,48.43085931830296
1933,2015,HIGH MEADOW,AZ3637611318720150715,1264,2015-07-16,2015-08-05 12:00:00,-113.20973150840234,-113.1702479619738,36.36356077580922,36.388602296558815
1934,2015,STICKPIN,WA4875611846220150811,54119,2015-08-12,2015-08-30 12:00:00,-118.517085396274,-118.30105367358811,48.72641290043504,48.9584274527648
1935,2015,GRAVES MOUNTAIN,WA4863311833720150814,8559,2015-08-16,2015-09-29 12:00:00,-118.38220092453298,-118.29077294051876,48.58701676920856,48.67212472527592
1936,2015,RENNER,WA4877911820520150814,13975,2015-08-14,2015-09-29 12:00:00,-118.24733868673098,-118.13950985379672,48.69948711923524,48.817290447196456
1937,2015,TOWER,WA4842411713920150812,24779,2015-08-12,2015-09-30 12:00:00,-117.22188464176276,-117.05144634437325,48.395553150657406,48.56821418723501
1938,2015,CABIN GULCH,MT4633511122620150721,1435,2015-07-21,2015-07-22 12:00:00,-111.2359117969918,-111.18416530648368,46.33011350753242,46.35608712072411
1939,2015,HEATHER,ID4692911545920150812,2361,2015-08-18,2015-10-06 12:00:00,-115.47961888680214,-115.41517895844214,46.92572388484945,46.97041931909638
1940,2015,SNOW CREEK,ID4688211538220150814,2958,2015-08-14,2015-08-28 12:00:00,-115.39929127257416,-115.32851874914093,46.86301514693156,46.899349448318446
1941,2015,WOLF 2,ID4681811534920150811,1330,2015-08-15,2015-08-28 12:00:00,-115.36250364902418,-115.3104026520607,46.817600192994576,46.84054419795643
1942,2015,CHICADEE,ID4699011573620150813,5766,2015-08-19,2015-10-17 12:00:00,-115.7552000191655,-115.68382506867192,46.96617701555687,47.044805733098144
1943,2015,BREEZY,ID4710411594020150825,1388,2015-08-25,2015-09-30 12:00:00,-115.968441311917,-115.88369529879895,47.102608860810335,47.12419859289082
